postal code,latitude,longitude
60520,+41.7872669,-088.6675478
60521,+41.8006826,-087.9281725
35768,+34.7688907,-086.1041934
60523,+41.8365583,-087.9532781
60530,+41.7970838,-088.9522738
60531,+41.6192067,-088.7874976
35776,+34.6594036,-086.2394139
60532,+41.7894426,-088.0839844
60537,+41.5604745,-088.6041391
35801,+34.7252687,-086.5608661
60538,+41.7268710,-088.3381953
21644,+39.1124282,-075.8735211
60534,+41.8134840,-087.8235644
18964,+40.3034703,-075.3378892
18966,+40.1884675,-075.0098978
18969,+40.3263042,-075.3684222
60536,+41.5975423,-088.5499593
18932,+40.2915854,-075.2504856
18935,+40.4370160,-075.4034726
18970,+40.4120073,-075.3811704
18972,+40.5273200,-075.1246664
18936,+40.2240498,-075.2309589
18938,+40.3510482,-074.9980492
18940,+40.2613145,-074.9377750
18942,+40.4711586,-075.1604670
18944,+40.3892928,-075.2344424
18947,+40.4228990,-075.1178388
18974,+40.2170615,-075.0728030
18976,+40.2488212,-075.1435223
18977,+40.2868615,-074.8821126
01775,+42.4296884,-071.5125140
18950,+40.4452327,-075.0744407
18951,+40.4529643,-075.3488552
18954,+40.2254130,-074.9929569
18955,+40.4766400,-075.3136936
18960,+40.3662368,-075.3258449
18962,+40.3466840,-075.2711384
18980,+40.2699652,-075.0171823
19001,+40.1259122,-075.1254415
87013,+35.9317025,-107.3672278
87014,+35.2308135,-107.3904488
87015,+35.0766887,-106.1825365
87016,+34.8062003,-105.9554829
87017,+36.3170412,-106.7654929
87018,+36.1655544,-107.5635301
87020,+34.8652496,-107.9479563
87021,+35.1928420,-107.8788837
19955,+39.2258549,-075.6685558
19956,+38.5477153,-075.5381577
19958,+38.7287224,-075.1684692
19960,+38.8509127,-075.4087159
19962,+39.0688615,-075.4881226
19963,+38.9432534,-075.3625670
36754,+32.1540609,-087.7009020
61349,+41.5448225,-089.4422993
36756,+32.6838659,-087.2758899
87022,+34.9016628,-106.7027254
87023,+34.5991958,-106.7583884
87024,+35.6728577,-106.7232380
87025,+35.8413423,-106.6284053
87026,+34.9653267,-107.2335868
87027,+36.1262667,-106.9479825
87028,+34.3796097,-106.7670804
87029,+36.3966334,-106.9985174
87031,+34.6917014,-107.0179931
87032,+34.8512780,-106.0114539
87034,+34.7764651,-107.5645618
87035,+34.9156495,-105.9532487
87036,+34.3979136,-106.2436121
87037,+36.1675939,-107.7635566
87038,+35.0876269,-107.4123472
87040,+35.1038748,-107.3844094
87041,+35.6858338,-106.3343456
36758,+32.6387788,-086.8899640
36759,+32.4167523,-087.2775927
61350,+41.3720949,-088.8651271
87042,+34.8280077,-106.6865911
87043,+35.2754507,-106.4621260
77389,+30.1234693,-095.5170643
77396,+29.9452051,-095.2597776
87044,+35.6654882,-106.6442753
87045,+35.3518167,-108.0886191
87046,+36.2511450,-106.9121080
87047,+35.2508464,-106.2887715
04430,+45.6368411,-068.5751970
87048,+35.2395833,-106.6270776
87049,+35.1136351,-107.5968438
87051,+35.0364067,-107.8527842
87052,+35.4937497,-106.3137499
87053,+35.6323134,-107.0196186
87056,+35.1830577,-105.8759315
87059,+34.9967558,-106.3006364
87061,+34.7311434,-106.3796324
87062,+34.4400306,-106.6588180
87063,+34.5549786,-105.8905582
87064,+36.1792526,-106.5809798
24473,+37.9347491,-079.4153580
24474,+37.8056124,-079.8455296
24476,+37.9744658,-079.2273608
24477,+38.0048779,-079.0422325
24479,+38.1639444,-079.2390438
24482,+38.2059355,-078.9966756
24483,+37.8123328,-079.2305534
24484,+38.1551924,-079.7848295
24485,+38.2676027,-079.3330241
24486,+38.2968851,-078.9245335
24487,+38.1836501,-079.5982058
24501,+37.3597334,-079.1412858
24502,+37.3604015,-079.2215793
24503,+37.4540155,-079.2497358
24504,+37.3652485,-079.0481922
24517,+37.1475157,-079.2371598
24520,+36.5865890,-079.0297479
24521,+37.6332939,-079.1008634
24522,+37.3767914,-078.7787735
24523,+37.3448377,-079.5238841
24526,+37.5432734,-079.4159354
24527,+36.7367676,-079.3417212
24528,+37.0796860,-078.8762288
24529,+36.6266188,-078.6467538
24530,+36.8070667,-079.6195012
24531,+36.8426207,-079.4537811
24534,+36.8674146,-078.7705116
24536,+37.4956893,-079.3265324
24538,+37.3451975,-078.9623717
24539,+36.8529004,-078.9147182
24540,+36.6345064,-079.4267512
24541,+36.5888216,-079.5151004
19953,+39.1524870,-075.6941327
19954,+38.8970097,-075.5204569
19964,+39.0893253,-075.7205000
19966,+38.5794220,-075.2771960
19967,+38.5387087,-075.1224346
19968,+38.7739139,-075.2868784
19970,+38.5565068,-075.1002458
19971,+38.6860052,-075.0866812
19973,+38.6388959,-075.6158987
19975,+38.4683153,-075.1669752
19977,+39.2989462,-075.5461219
19979,+39.0488183,-075.5725665
21912,+39.4194139,-075.8186314
01760,+42.2848223,-071.3488109
01770,+42.2319469,-071.3729634
08091,+39.8071159,-074.9241780
01772,+42.3028765,-071.5308277
21647,+38.8123850,-076.2830793
21648,+38.4853564,-076.2393303
08092,+39.6471459,-074.2846225
01773,+42.4255064,-071.3108115
43613,+41.7062451,-083.6037310
01776,+42.3833674,-071.4210704
22949,+37.7890795,-078.8834397
22952,+37.9635622,-078.9627405
49861,+46.4816142,-088.2433433
22958,+37.8927692,-078.8942920
43614,+41.6042009,-083.6300914
22959,+37.9372753,-078.6565882
49862,+46.3945077,-086.6957740
21649,+39.1328931,-075.7706837
21650,+39.3143764,-075.8170230
08093,+39.8646431,-075.1374516
21651,+39.2560846,-075.8515227
21652,+38.7031883,-076.2741350
01778,+42.3436865,-071.3811860
61346,+41.5111904,-089.7184016
61348,+41.2857228,-089.0351973
36752,+32.2986688,-086.6319947
36753,+31.8073476,-087.0765326
61353,+41.7043158,-088.9910526
36761,+32.1061687,-086.9780391
11218,+40.6434769,-073.9760418
36763,+32.2768070,-087.9809025
36765,+32.5881687,-087.5222338
36766,+31.9551211,-087.0866907
36767,+32.2592877,-087.1910911
61354,+41.3279278,-089.1432480
36768,+31.9126259,-087.0196956
36769,+32.0078559,-087.5474435
36773,+32.2589445,-087.3575313
36775,+32.1755419,-086.9792144
36776,+32.7356062,-087.7414159
61356,+41.3960347,-089.4132410
36782,+32.1161327,-087.9129735
49863,+45.6133853,-087.5515748
61358,+40.9787242,-089.0440232
61359,+41.3624523,-089.2714590
36783,+32.2477799,-087.5978390
61360,+41.3282153,-088.6005113
49864,+45.8714761,-086.6725836
22960,+38.2191830,-078.0726982
43615,+41.6502769,-083.6738217
49866,+46.5214818,-087.5807820
43616,+41.6583718,-083.4089088
71101,+32.5063712,-093.7472209
75693,+32.5337796,-094.8606597
81055,+37.4916667,-105.1115597
77360,+30.8462490,-095.1175130
77362,+30.1605338,-095.6691542
77363,+30.3163972,-095.8499896
77364,+30.7730470,-095.2154671
77365,+30.1067377,-095.2971510
66522,+39.8685455,-095.9419940
66523,+38.6107902,-095.8400235
66524,+38.7909389,-095.5060781
66526,+39.0646113,-096.1626161
66527,+39.7453945,-095.6737105
66528,+38.6028696,-095.5378039
66531,+39.3109967,-096.8215333
66532,+39.8214292,-095.3779428
66533,+39.1631869,-095.9474954
66534,+39.8843599,-095.8371442
66535,+39.2670303,-096.4337022
66536,+39.2250944,-096.0802922
66537,+38.7512423,-095.7196228
66538,+39.8505570,-096.0446910
66539,+39.1419668,-095.8403898
77367,+30.8570727,-095.3977955
77368,+30.4438060,-094.8225455
77369,+30.4218148,-094.7353300
77371,+30.4835322,-094.9895616
77372,+30.2411447,-095.1602994
77373,+30.0621687,-095.3839657
77374,+30.3960033,-094.6237497
77375,+30.0948855,-095.5858296
77376,+30.4437711,-094.6637688
77377,+30.0617270,-095.6815038
77378,+30.4713697,-095.3638671
77379,+30.0408756,-095.5289137
77380,+30.1369719,-095.4683604
77381,+30.1782483,-095.5009601
77382,+30.1949781,-095.5476902
66540,+39.4905157,-095.9762682
77384,+30.2338462,-095.4957700
62893,+38.4658098,-089.0301680
77385,+30.1862767,-095.4106622
77386,+30.1002620,-095.3564881
77388,+30.0578020,-095.4709853
77401,+29.7040190,-095.4609047
04431,+44.5609779,-068.6727270
04428,+44.8057999,-068.5540031
04429,+44.7211600,-068.6170017
04434,+44.7638663,-069.1280682
30412,+32.0789225,-082.4907917
30413,+32.8889798,-082.5106480
04435,+44.9632249,-069.1250054
04438,+44.5989532,-068.9283372
04441,+45.7024164,-069.6232335
04442,+45.4976921,-069.7272897
04443,+45.2277719,-069.3532627
04444,+44.7289801,-068.9499635
04448,+45.2961956,-068.7110603
30415,+32.3244845,-081.6034969
30417,+32.1704680,-081.9209916
30420,+32.2884219,-082.1527364
30421,+32.1795992,-082.1075665
04449,+44.9926362,-068.8884754
04450,+44.9160487,-068.9279907
30411,+32.1281240,-082.7943797
30423,+32.1488060,-081.8306408
30425,+32.6820223,-082.0945718
30426,+33.0350368,-081.6286736
30427,+31.9229045,-081.9624458
30428,+32.2245455,-082.7151295
25062,+37.8803133,-081.4326530
25063,+38.5703679,-080.9294917
51029,+42.8805513,-095.5378472
51030,+42.4977411,-096.1883207
25064,+38.3770432,-081.7496258
25067,+38.2015377,-081.4429345
25070,+38.5458430,-081.9316872
25071,+38.4625019,-081.4668534
25075,+38.0602179,-081.4052127
25076,+37.8686119,-081.9309871
25081,+38.0750517,-081.7546593
25082,+38.6042065,-082.0310433
25083,+38.0698891,-081.3677581
25085,+38.1726824,-081.2054796
51031,+42.7985467,-096.1862168
51033,+42.9126281,-095.2514449
51034,+42.1607539,-095.7896198
51035,+42.7788508,-095.7993682
25086,+38.2039818,-081.4173501
25088,+38.3986020,-081.2088231
25090,+38.1551292,-081.2210028
96067,+41.3143365,-122.3807978
96068,+41.1184021,-121.2075644
96069,+40.6853355,-122.0160690
96071,+40.6638540,-121.4610598
96073,+40.6030664,-122.1866573
96074,+39.8846521,-122.5865126
25093,+37.9831103,-081.6696418
96722,+22.1883153,-159.4608491
96725,+19.6264878,-155.9103359
96726,+19.4281771,-155.8209720
96727,+20.1099427,-155.6362714
96728,+19.8611764,-155.1249570
96729,+21.1735584,-157.1168119
53205,+43.0534667,-087.9337960
61729,+40.6286590,-089.2212942
30912,+33.4705095,-081.9880942
61730,+40.5324863,-088.7294126
38767,+34.1405019,-090.7847212
31001,+31.9762563,-083.3396650
61731,+40.6139474,-088.4855246
61732,+40.5296384,-089.2080634
38821,+33.9775206,-088.4367493
38824,+34.5207842,-088.6430249
38826,+34.3012466,-088.8414822
38827,+34.5169100,-088.1774517
38828,+34.4298578,-088.8691895
38829,+34.6506088,-088.5272094
38833,+34.9181471,-088.3190351
38834,+34.9171108,-088.5717772
27006,+35.9390037,-080.4402640
27007,+36.3897205,-080.5884665
27009,+36.2309312,-080.0786573
53206,+43.0751321,-087.9336964
61733,+40.6188580,-089.3368985
61734,+40.3756370,-089.5129678
61735,+40.2006385,-088.8147983
53207,+42.9773917,-087.8988512
21653,+38.7504640,-076.1797332
21654,+38.6887560,-076.1278328
61736,+40.4023095,-088.8405614
61737,+40.4645157,-088.7452954
21655,+38.7449676,-075.9127679
21657,+38.9688140,-075.9861397
53208,+43.0470725,-087.9671983
61738,+40.7449942,-089.0299880
61739,+40.7329419,-088.5207245
53209,+43.1277803,-087.9494731
61740,+40.8842632,-088.8616342
53210,+43.0688399,-087.9737682
61741,+40.7594347,-088.4042699
61742,+40.6352752,-089.2684588
61743,+40.8756635,-088.7816787
61744,+40.7399706,-088.8871117
08094,+39.6505870,-074.9592925
84144,+40.7682605,-111.8925253
33607,+27.9620122,-082.4921760
37366,+35.3388560,-085.8300032
84180,+40.7704443,-111.9011046
33609,+27.9442719,-082.5176749
37367,+35.6274088,-085.2361802
37369,+35.1908069,-084.4795916
33610,+27.9982140,-082.3780164
37370,+35.3566248,-084.7001727
37373,+35.4074583,-085.0928163
37374,+35.1688042,-085.6465360
51014,+42.7876395,-095.7073125
51016,+42.4718341,-095.8052537
51018,+42.4496609,-095.6807714
51019,+42.2740263,-095.7388375
84315,+41.1675080,-112.1377732
84316,+41.7709647,-112.4844306
84317,+41.3079990,-111.6200614
84318,+41.8025659,-111.8136878
84319,+41.6036094,-111.6678232
84320,+41.9651794,-111.8457972
51020,+42.5101089,-095.4135468
51036,+42.9697195,-096.1894831
51037,+42.8266711,-095.6431372
51038,+42.7031906,-096.3169565
51039,+42.4492177,-096.0495600
51040,+42.0362361,-096.0870485
51041,+43.0260796,-096.0778933
51044,+42.3062111,-095.9181260
51046,+42.9618338,-095.6780200
51047,+42.9423616,-095.3695399
51048,+42.5509520,-095.8413100
51049,+42.6291255,-095.6474923
51050,+42.7936157,-095.9459252
93283,+35.5920994,-118.2976983
93285,+35.7152576,-118.5070272
93286,+36.4627099,-119.0932419
93287,+35.7578855,-118.9881610
93291,+36.3917770,-119.3728419
93292,+36.3755901,-119.2116891
93301,+35.3843365,-119.0205616
96751,+22.1049711,-159.3025462
93304,+35.3397023,-119.0234515
44901,+40.7917074,-082.5094044
93305,+35.3897487,-118.9851864
93306,+35.4681926,-118.7797512
93307,+35.2451202,-118.9410999
93308,+35.6210868,-118.7896769
44906,+40.7673489,-082.5726263
44907,+40.7276624,-082.5204059
93309,+35.3428914,-119.0648025
93311,+35.1924040,-119.1758655
45001,+39.1414446,-084.7122384
45002,+39.1967167,-084.7575650
93312,+35.3934775,-119.1204598
93313,+35.1631882,-119.0463211
93314,+35.3938657,-119.2448456
93401,+35.2357504,-120.6159726
96057,+41.2686821,-121.9309404
96058,+41.7270444,-121.9073689
96059,+40.4216372,-121.8330517
96061,+40.3380683,-121.4790705
96062,+40.5801194,-122.0414027
96063,+40.3704665,-121.6063062
96064,+41.7548534,-122.3655336
96065,+40.8790798,-121.8932635
96730,+21.5431439,-157.8504790
96731,+21.6774626,-157.9681200
96732,+20.8837833,-156.4626405
96734,+21.3950837,-157.7581880
96737,+19.0645167,-155.7796715
96738,+19.8719409,-155.8021629
96740,+19.7568198,-155.9199679
96741,+21.9567689,-159.5139807
96742,+21.1766675,-156.9657475
96743,+19.8621592,-155.6988700
96744,+21.4517334,-157.8242273
96746,+22.0933780,-159.3851904
96747,+21.9299443,-159.6244272
96748,+21.1311732,-156.8352374
96749,+19.6212822,-154.9897354
96750,+19.5319935,-155.7148279
96752,+21.9709645,-159.7145071
96753,+20.7119550,-156.4384985
96754,+22.1789153,-159.4122902
96755,+20.1969062,-155.7899080
96756,+21.9070715,-159.4516648
96757,+21.1544529,-156.9773793
44889,+41.2458824,-082.3824325
44890,+41.0851725,-082.7105624
44902,+40.7581565,-082.5105888
44903,+40.7763443,-082.5276337
44904,+40.6637236,-082.6144396
44905,+40.7780795,-082.4671885
45003,+39.5865828,-084.7864702
45005,+39.5385217,-084.2960513
45011,+39.4265624,-084.4976077
45013,+39.4136318,-084.6526786
45014,+39.3257136,-084.5523900
45015,+39.3768033,-084.5667880
45030,+39.2598884,-084.7595770
03458,+42.8683694,-071.9401017
03461,+42.7566630,-072.0132470
03462,+42.8892408,-072.3889782
03464,+43.0908221,-072.1268156
03465,+42.8287851,-072.1889397
03467,+42.9680753,-072.4308561
03470,+42.7713704,-072.3542164
03561,+44.3433498,-071.7951157
03570,+44.5045963,-071.1554663
03574,+44.2604350,-071.6092032
03575,+44.3137439,-071.4028891
03576,+44.9124446,-071.3851120
04654,+44.7571515,-067.5398967
61068,+41.9458167,-089.0600126
61070,+42.4168175,-089.4730739
61071,+41.7246734,-089.6988673
61072,+42.4423525,-089.1384897
61073,+42.4237320,-088.9937968
61074,+42.1243705,-090.1224362
61075,+42.4644510,-090.2589157
61077,+42.2381375,-089.3578130
61078,+42.1659214,-089.7290055
61079,+42.4372448,-089.2162083
61080,+42.4813451,-088.9838331
61081,+41.8332048,-089.7379834
61084,+42.1235863,-089.1900743
61085,+42.3418095,-090.0321866
61087,+42.4802142,-089.9926295
61088,+42.2681136,-089.2626887
61089,+42.4734241,-089.8193251
61091,+41.9068633,-089.5277126
61101,+42.3460792,-089.1460866
61102,+42.2287690,-089.1625237
61103,+42.3402612,-089.0864924
61104,+42.2517203,-089.0799449
61107,+42.2854523,-089.0016437
61108,+42.2573710,-089.0021288
61109,+42.1913044,-089.0557558
61111,+42.3355027,-089.0027446
48209,+42.3060832,-083.1176554
60539,+41.8272403,-088.3362089
35802,+34.6682121,-086.5588818
60540,+41.7646702,-088.1454278
60541,+41.5133443,-088.5323985
60542,+41.8096264,-088.3525727
35803,+34.5634615,-086.5193987
35805,+34.7093683,-086.6202897
60543,+41.6641359,-088.3178179
60544,+41.6141376,-088.2187844
35806,+34.7607736,-086.6857619
60545,+41.6787416,-088.5372090
60546,+41.8379226,-087.8218594
35808,+34.6330274,-086.6590573
60548,+41.6495925,-088.6404785
60549,+41.5025373,-088.7396346
60550,+41.7798720,-088.8619454
60551,+41.5249312,-088.6874412
60552,+41.6668884,-088.7065072
35810,+34.8031934,-086.6014449
60553,+41.8262543,-089.0400564
60554,+41.7766836,-088.4570615
60557,+41.4481015,-088.7600782
35811,+34.7953545,-086.5099475
87083,+35.6484743,-106.3427597
60558,+41.8056034,-087.9010393
35816,+34.7399544,-086.6307510
60559,+41.7943709,-087.9728597
35824,+34.6449144,-086.7520680
19002,+40.1871954,-075.2068911
19003,+40.0015527,-075.2989289
19004,+40.0097528,-075.2315075
19006,+40.1504355,-075.0338988
19007,+40.1131786,-074.8576505
19008,+39.9726045,-075.3602580
15015,+40.6372478,-080.0811014
15017,+40.3422745,-080.1223543
19009,+40.1378050,-075.0642415
19010,+40.0236239,-075.3297267
87108,+35.0724786,-106.5783625
15018,+40.2658848,-079.7970672
15019,+40.4069744,-080.3285739
19012,+40.0597666,-075.1058799
19013,+39.8482812,-075.3779810
19014,+39.8649072,-075.4329577
19015,+39.8686334,-075.3929450
24586,+36.6070441,-079.2766092
24588,+37.2621506,-079.0962319
24589,+36.7608077,-078.7580474
24590,+37.7964208,-078.4902892
24592,+36.6757949,-078.9655551
24593,+37.3225639,-078.9027582
24594,+36.6468433,-079.1785280
15027,+40.6663378,-080.2401791
19017,+39.8923707,-075.4601390
19018,+39.9230746,-075.2985951
19020,+40.1005913,-074.9389339
87068,+34.8610342,-106.5871870
87070,+35.0218355,-105.7779970
87072,+35.6070300,-106.3968340
06791,+41.7613447,-073.0604432
06793,+41.6337122,-073.2889156
06794,+41.6494539,-073.3235569
07204,+40.6652658,-074.2667078
20774,+38.8745319,-076.7741822
20776,+38.8723250,-076.5724290
87102,+35.0813572,-106.6465753
20777,+39.1749380,-076.9690850
20778,+38.8286817,-076.5726093
87104,+35.1031834,-106.6755476
87105,+34.9772061,-106.6081534
01833,+42.7278794,-070.9820364
06810,+41.3742839,-073.4576107
87106,+35.0578630,-106.6207351
87107,+35.1378004,-106.6425427
87109,+35.1528823,-106.5755359
01028,+42.0623782,-072.4981110
87110,+35.1081936,-106.5781474
87111,+35.1439128,-106.4874597
54643,+44.1869703,-090.6381801
38337,+35.7852750,-089.0140259
87112,+35.1006092,-106.5162754
54644,+44.0360844,-091.0634082
62833,+38.3617230,-088.1641773
54645,+43.3211452,-090.9326419
38339,+35.0522719,-088.5150230
01030,+42.0729247,-072.6869715
01031,+42.3293988,-072.1981874
87113,+35.1809659,-106.5936269
87114,+35.1936400,-106.6856663
54646,+44.1137555,-090.0980564
34479,+29.2557235,-082.1091124
54648,+43.8294335,-090.6525861
38340,+35.4013220,-088.6832496
34480,+29.1024006,-082.0965876
62837,+38.3604058,-088.3528556
44654,+40.5379372,-081.8708668
38341,+35.8775772,-088.0838948
38342,+36.0717400,-088.2888710
44656,+40.5690134,-081.3348169
62838,+38.8837714,-088.7399950
54650,+43.9103427,-091.2270218
54651,+43.7236307,-090.5731365
44657,+40.7409587,-081.0929752
54652,+43.4604780,-090.7622747
01032,+42.4576127,-072.8147797
87116,+35.0630871,-106.5425383
01834,+42.7539000,-071.0159351
77406,+29.6460903,-095.7945260
87117,+35.0084921,-106.5638643
24549,+36.7066605,-079.5044754
24550,+37.2396303,-079.2453965
24551,+37.3562564,-079.3245982
24553,+37.5455038,-078.8100097
24554,+37.1200373,-079.0716144
24555,+37.6698287,-079.4840879
24556,+37.3758248,-079.3993050
24557,+36.9698593,-079.3064236
24558,+36.7743412,-078.9539635
24562,+37.6954255,-078.6377769
24563,+37.0625005,-079.2791153
24565,+36.8527198,-079.1895012
24566,+36.7318276,-079.2526395
24569,+37.0425522,-079.1258554
77414,+28.9081845,-095.8681518
17844,+40.9739753,-077.0854049
17845,+40.8843701,-077.2115701
17846,+41.1417449,-076.5171217
17847,+41.0079621,-076.8110434
24570,+37.3464600,-079.4244569
24571,+37.1329610,-079.3727482
24572,+37.4649088,-079.0952645
24574,+37.5761497,-079.2533667
24577,+36.9439582,-078.9827702
24578,+37.6598752,-079.5622741
24579,+37.5858030,-079.5026984
24580,+36.5790539,-078.6731211
24581,+37.6552156,-078.8057655
24595,+37.5595593,-079.0827155
24597,+36.7824109,-079.1108578
24598,+36.6046699,-078.7880038
24599,+37.6235625,-078.7238902
44659,+40.6949218,-081.7025551
34481,+29.1255379,-082.3098952
01801,+42.4887687,-071.1544382
01803,+42.5032267,-071.2017130
01810,+42.6480437,-071.1617514
01821,+42.5493295,-071.2517245
06790,+41.8340524,-073.1314132
01824,+42.5907900,-071.3551823
06795,+41.6238921,-073.1261953
06796,+41.8660339,-073.3420840
01826,+42.6797230,-071.3006796
44661,+40.5956259,-082.1130085
54653,+43.8160861,-090.9014342
06798,+41.5616321,-073.2060959
54654,+43.2696528,-090.9640183
06801,+41.3697777,-073.3895032
06804,+41.4698845,-073.3936666
17850,+40.9655955,-076.8574480
17851,+40.8031182,-076.4342996
17853,+40.6947295,-077.0067000
06807,+41.0567322,-073.5920293
62933,+37.7723711,-089.0256564
01832,+42.7911140,-071.1328585
62934,+37.7072386,-088.3586325
62935,+37.8395467,-088.6348475
62938,+37.3814589,-088.5394202
62939,+37.5511606,-088.9816472
62940,+37.7384861,-089.4718142
62941,+37.2392576,-088.9861068
62942,+37.6493617,-089.4728705
62943,+37.3575636,-088.7503836
62946,+37.7098619,-088.5388450
62947,+37.5286907,-088.4539907
77407,+29.6700035,-095.7080888
62948,+37.8171381,-089.0306782
98314,+47.5562874,-122.6371179
77412,+29.5535017,-096.4119362
77415,+28.9330932,-095.7349480
77417,+29.4644058,-095.9662339
77418,+29.9871165,-096.2529415
77419,+28.8495991,-096.2567860
77420,+29.2589853,-095.9303090
77422,+28.9605716,-095.5582767
77423,+29.8567777,-095.9773111
77426,+30.1222995,-096.2584417
77428,+28.6234230,-096.1899245
77429,+29.9984205,-095.6673600
77430,+29.2598778,-095.6676621
77432,+29.0674171,-096.1885692
77433,+29.9342391,-095.7476880
77434,+29.5279548,-096.3051847
77435,+29.5156941,-096.1210261
15006,+40.6335902,-079.8768888
77436,+29.4190675,-096.2384922
77437,+29.2123285,-096.2805850
77440,+28.8946468,-096.1477678
77441,+29.6704576,-095.9222507
77442,+29.4222813,-096.5062362
04451,+45.6070104,-068.2221729
04453,+45.1622503,-068.7605310
04454,+45.5521169,-067.5610589
04455,+45.2994218,-068.2597418
95326,+37.5889185,-120.8552364
04456,+44.8768168,-068.9966517
04457,+45.4134269,-068.4798708
04459,+45.5887348,-068.3399852
04460,+45.7128877,-068.5213256
04461,+44.9547869,-068.5824377
04462,+45.9727694,-069.0124449
04463,+45.2868319,-068.8951091
04464,+45.4415243,-069.3049389
04468,+45.0246733,-068.7345336
95327,+37.8616255,-120.4803222
95328,+37.5584533,-120.9098802
04469,+44.9010657,-068.6683033
04471,+45.9165446,-067.8568243
04472,+44.5763199,-068.6699152
04473,+44.8816800,-068.7386439
30448,+32.4882404,-082.3633845
30449,+32.5152235,-081.5610329
30450,+32.5622512,-081.9231311
30451,+32.3907280,-081.9524607
04474,+44.6887779,-068.7628054
04475,+45.1835874,-068.5896141
04476,+44.4827026,-068.7059970
04478,+45.8652387,-069.8156227
04479,+45.1242159,-069.2870191
04481,+45.2459788,-069.0927751
04485,+45.3580396,-069.6302919
04487,+45.3877374,-068.1044707
30452,+32.3253148,-081.8887805
30453,+32.0111335,-082.1217578
30454,+32.4360771,-082.7303580
30455,+32.6909784,-081.8022821
30456,+32.9807171,-081.7961398
30457,+32.4002719,-082.5675125
04488,+44.8716402,-069.1139263
04489,+44.9103618,-068.6901886
04490,+45.4366364,-067.8676233
04491,+45.5731592,-067.4706505
04492,+45.3670451,-067.6813220
04493,+45.2368243,-068.5245758
30458,+32.3996756,-081.8282658
30460,+32.4189360,-081.7816976
30461,+32.5118280,-081.7188444
04495,+45.4774334,-068.3389798
04496,+44.6507514,-068.9089180
25108,+37.9735831,-081.8811876
25109,+38.5267629,-081.8519080
25110,+38.2184300,-081.3149787
25111,+38.3528829,-081.1288370
25112,+38.3802626,-081.7671410
25113,+38.5532807,-081.0462836
25114,+37.9873178,-081.7863360
25115,+38.1221925,-081.1822510
25118,+38.1116601,-081.3059655
25119,+38.0413561,-081.2762391
25121,+37.9162114,-081.8972769
25136,+38.1501726,-081.3273187
25139,+38.1375831,-081.2914576
25140,+37.8398933,-081.4985154
15331,+40.1053500,-080.0225715
25141,+38.6268858,-081.0253489
15332,+40.2402160,-079.9934730
15333,+40.0307870,-080.0132100
25142,+38.1535543,-081.7298822
25143,+38.4178739,-081.8194792
25148,+38.0455890,-081.5617298
25149,+37.9491554,-081.7719973
25152,+38.0581823,-081.2506964
25154,+38.1205765,-081.7133249
47884,+39.6124058,-087.4480850
47885,+39.5104138,-087.4770564
25156,+38.1832594,-081.3368545
80914,+38.8240010,-104.7041837
70807,+30.5437252,-091.2196820
33611,+27.8913451,-082.5056648
37375,+35.1504685,-085.8903986
37376,+35.0477651,-085.9558253
37377,+35.2049186,-085.3349717
19043,+39.9002832,-075.3088496
19044,+40.1860672,-075.1528667
33612,+28.0508272,-082.4495733
33613,+28.0839734,-082.4507683
37379,+35.2947584,-085.1773560
19046,+40.1014041,-075.1055194
19047,+40.1800888,-074.9118732
19050,+39.9375365,-075.2636649
19053,+40.1539183,-074.9749908
19054,+40.1730238,-074.8188221
33614,+28.0047238,-082.5060877
37380,+35.0709369,-085.7546051
87317,+35.5875486,-108.7610439
87319,+35.4709965,-108.9493488
87320,+35.8078565,-108.8761018
87321,+35.0088460,-108.3611624
47596,+38.8664956,-087.2277336
47597,+38.6544518,-087.2987437
47598,+38.3870400,-087.2114469
47601,+38.0514427,-087.2545328
33615,+28.0051028,-082.5802844
47610,+38.0653219,-087.4095269
47611,+38.0279179,-087.0574580
75567,+33.3109907,-094.3117110
47916,+39.9836458,-087.0554305
47917,+40.4668377,-087.4734260
47918,+40.2986777,-087.1980051
47920,+40.5407591,-086.8338635
47921,+40.4771505,-087.3753764
47922,+40.8769484,-087.3489112
47923,+40.6104015,-086.9400026
33616,+27.8651359,-082.5353938
37381,+35.6872167,-084.8770102
33617,+28.0357918,-082.3915378
33618,+28.0748073,-082.4984052
37385,+35.3331581,-084.2369844
37387,+35.2732857,-085.7465810
33619,+27.9353722,-082.3786899
33620,+28.0613683,-082.4128013
51051,+42.2060913,-095.9649602
01850,+42.6560445,-071.3033091
51052,+42.3082336,-096.2659868
51053,+42.4950573,-095.2865480
51054,+42.3801263,-096.3161112
51055,+42.2219158,-096.2610658
51056,+42.2412929,-095.9563960
51058,+42.9739447,-095.4673150
51060,+42.0423828,-095.6843928
51061,+42.5807264,-095.7184712
51062,+42.6978654,-096.5349256
51101,+42.4936881,-096.3941843
51103,+42.5170858,-096.4399369
51104,+42.5361559,-096.4046801
51105,+42.5119404,-096.3522575
51106,+42.4629828,-096.3215021
51108,+42.5659815,-096.3525056
51109,+42.5801483,-096.4744719
01860,+42.8386028,-071.0119970
51111,+42.4135528,-096.3854347
51201,+43.1778161,-095.8660980
96075,+40.3432423,-121.8522052
96076,+40.3915424,-122.9378830
